0,1,2,3,4,5,6,7,8,9,10,11,12
-1.3685265660256398,-0.17315012118680445,0.676844238073996,-0.6736868877143226,-1.2359664128836279,-1.4401925625907013,-0.4211720757007017,1.6208881905126693,2011-01-20 00:00:00,2011,1,0,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,-0.6736868877143226,-1.2359664128836279,-1.1817112130179104,-0.4211720757007017,-1.53113921440563,2011-01-20 01:00:00,2011,1,1,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,-0.6736868877143226,-1.2359664128836279,-1.1817112130179104,-0.4211720757007017,-1.53113921440563,2011-01-20 02:00:00,2011,1,2,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,-0.6736868877143226,-1.2359664128836279,-1.2676818821489486,-0.4211720757007017,-0.1975579212142238,2011-01-20 03:00:00,2011,1,3,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,-0.6736868877143226,-1.2359664128836279,-1.2676818821489486,-0.4211720757007017,-0.1975579212142238,2011-01-20 04:00:00,2011,1,4,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,-0.6736868877143226,-1.3377164847586314,-1.4401925625907013,-0.21383122709106472,0.28730689732126313,2011-01-20 05:00:00,2011,1,5,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,-0.6736868877143226,-1.4394665566336349,-1.5267325739014153,-0.21383122709106472,0.28730689732126313,2011-01-20 06:00:00,2011,1,6,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,-0.6736868877143226,-1.4394665566336349,-1.5267325739014153,-0.47300728785311097,0.28730689732126313,2011-01-20 07:00:00,2011,1,7,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,-0.6736868877143226,-1.4394665566336349,-1.5267325739014153,-0.47300728785311097,0.77217171585675,2011-01-20 08:00:00,2011,1,8,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,0.8687140156457253,-1.3377164847586314,-1.4401925625907013,-0.6285129243103387,0.28730689732126313,2011-01-20 09:00:00,2011,1,9,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,-0.6736868877143226,-1.2359664128836279,-1.4401925625907013,-0.8358537729199756,0.8931848782718046,2011-01-20 10:00:00,2011,1,10,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,0.8687140156457253,-1.1342163410086246,-1.1817112130179104,-0.9913594093772033,-0.1975579212142238,2011-01-20 11:00:00,2011,1,11,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,0.8687140156457253,-1.032466269133621,-0.8366898521344056,-1.1468650458344312,-1.53113921440563,2011-01-20 12:00:00,2011,1,12,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,0.8687140156457253,-1.1342163410086246,-1.0951712017071964,-0.9913594093772033,-0.6824227397497107,2011-01-20 13:00:00,2011,1,13,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,0.8687140156457253,-1.032466269133621,-1.009200532576158,-0.9913594093772033,-0.4403964149196016,2011-01-20 14:00:00,2011,1,14,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,0.8687140156457253,-0.9307161972586178,-0.9226605212654438,-0.9913594093772033,0.0444684036158851,2011-01-20 15:00:00,2011,1,15,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,0.8687140156457253,-1.032466269133621,-1.009200532576158,-0.7840185607675664,-0.4403964149196016,2011-01-20 16:00:00,2011,1,16,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,0.8687140156457253,-1.032466269133621,-0.9226605212654438,-0.7840185607675664,-0.6824227397497107,2011-01-20 17:00:00,2011,1,17,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,0.8687140156457253,-1.2359664128836279,-1.2676818821489486,-0.4211720757007017,0.0444684036158851,2011-01-20 18:00:00,2011,1,18,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,-0.6736868877143226,-1.2359664128836279,-1.4401925625907013,-0.4211720757007017,1.1360233719771824,2011-01-20 19:00:00,2011,1,19,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,0.8687140156457253,-1.2359664128836279,-1.354221893459663,-0.21383122709106472,0.77217171585675,2011-01-20 20:00:00,2011,1,20,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,0.8687140156457253,-1.3377164847586314,-1.4401925625907013,-0.21383122709106472,0.5293332221513722,2011-01-20 21:00:00,2011,1,21,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,0.8687140156457253,-1.3377164847586314,-1.5267325739014153,0.04534483367098149,0.77217171585675,2011-01-20 22:00:00,2011,1,22,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,0.8687140156457253,-1.3377164847586314,-1.5267325739014153,0.04534483367098149,1.1360233719771824,2011-01-20 23:00:00,2011,1,23,3
-1.3685265660256398,-0.17315012118680445,0.676844238073996,0.8687140156457253,-1.3377164847586314,-1.4401925625907013,0.3045208944330277,0.5293332221513722,2011-01-21 00:00:00,2011,1,0,4
-1.3685265660256398,-0.17315012118680445,0.676844238073996,0.8687140156457253,-1.3377164847586314,-1.4401925625907013,0.3045208944330277,0.5293332221513722,2011-01-21 01:00:00,2011,1,1,4
-1.3685265660256398,-0.17315012118680445,0.676844238073996,2.4111149190057732,-1.3377164847586314,-1.354221893459663,0.5636969551950739,-0.1975579212142238,2011-01-21 02:00:00,2011,1,2,4
-1.3685265660256398,-0.17315012118680445,0.676844238073996,2.4111149190057732,-1.4394665566336349,-1.5267325739014153,0.8228730159571201,0.8931848782718046,2011-01-21 03:00:00,2011,1,3,4
-1.3685265660256398,-0.17315012118680445,0.676844238073996,0.8687140156457253,-1.4394665566336349,-1.2676818821489486,1.185719501023985,-0.8034359021647653,2011-01-21 04:00:00,2011,1,4,4
